Name: 湖南都市, URL: http://php.jdshipin.com:8880/TVOD/iptv.php?id=hnds$640x360, Date: None, Resolution: 640x360, Response Time: 375 ms
Name: 湖南都市, URL: https://stream1.freetv.fun/hu-nan-du-shi-4.m3u8, Date: None, Resolution: None, Response Time: 21 ms
Name: 湖南都市, URL: https://stream1.freetv.fun/hu-nan-du-shi-5.m3u8, Date: None, Resolution: None, Response Time: 24 ms
Name: 湖南都市, URL: https://stream1.freetv.fun/hu-nan-du-shi-9.m3u8, Date: None, Resolution: None, Response Time: 31 ms
Name: 湖南都市, URL: https://stream1.freetv.fun/hu-nan-du-shi-1.m3u8, Date: None, Resolution: None, Response Time: 32 ms
Name: 湖南都市, URL: https://stream1.freetv.fun/hu-nan-du-shi-gao-qing-3.m3u8, Date: None, Resolution: None, Response Time: 42 ms
Name: 湖南都市, URL: https://stream1.freetv.fun/hu-nan-du-shi-3.m3u8, Date: None, Resolution: None, Response Time: 43 ms
Name: 湖南都市, URL: https://stream1.freetv.fun/hu-nan-du-shi-13.m3u8, Date: None, Resolution: None, Response Time: 90 ms
Name: 湖南都市, URL: https://stream1.freetv.fun/hu-nan-du-shi-15.m3u8, Date: None, Resolution: None, Response Time: 94 ms
Name: 湖南都市, URL: https://stream1.freetv.fun/hu-nan-du-shi-10.m3u8, Date: None, Resolution: None, Response Time: 105 ms
Name: 湖南都市, URL: https://stream1.freetv.fun/hu-nan-du-shi-14.m3u8, Date: None, Resolution: None, Response Time: 109 ms
Name: 湖南都市, URL: http://phonews.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTU5ZGY0YjIyOTdmMDNlODA5ZmQ0NjNiYzg3MzIyYTVlJmVzPTE3MjUzNTA5ODgmdXVpZD03ZjYzYWM0MGM4NWU4YjkwMjc5YjFkYzYzMDI0MGRmNi02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM%2C/HNDSMPP360.m3u8, Date: None, Resolution: None, Response Time: 197 ms
Name: 湖南都市, URL: http://110.53.218.182:9902/tsfile/live/0127_1.m3u8, Date: None, Resolution: None, Response Time: 492 ms
Name: 湖南都市, URL: http://113.218.204.28:8081/tsfile/live/0018_1.m3u8, Date: None, Resolution: None, Response Time: 499 ms
Name: 湖南都市, URL: http://222.243.221.54:9901/tsfile/live/1007_1.m3u8, Date: None, Resolution: None, Response Time: 502 ms
Name: 湖南都市, URL: http://222.243.221.54:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 529 ms
Name: 湖南都市, URL: http://113.218.204.28:8081/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 536 ms
Name: 湖南都市, URL: http://220.170.243.209:9901/tsfile/live/1002_1.m3u8, Date: None, Resolution: None, Response Time: 543 ms
Name: 湖南都市, URL: http://218.77.81.186:9901/tsfile/live/1007_1.m3u8, Date: None, Resolution: None, Response Time: 543 ms
Name: 湖南都市, URL: http://116.128.242.83:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 609 ms
Name: 湖南都市, URL: http://116.128.242.83:9901/tsfile/live/0139_1.m3u8, Date: None, Resolution: None, Response Time: 641 ms
Name: 湖南都市, URL: http://111.8.224.6:9999/tsfile/live/1011_1.m3u8, Date: None, Resolution: None, Response Time: 694 ms
Name: 湖南都市, URL: http://42.48.50.232:9002/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 3450 ms
Name: 康巴卫视, URL: http://wouu.net:9977/udp/239.93.0.41:5140$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 13 ms
Name: 康巴卫视, URL: http://wouu.net:9977/udp/239.93.0.41:5140$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 180 ms
Name: 康巴卫视, URL: https://stream1.freetv.fun/0de2ac9a0e7c3146b44c21f35ce10496eff2b9f67f7b9a106ba8493bf2d9cbee.ctv$720x576, Date: None, Resolution: 720x576, Response Time: 375 ms
Name: 康巴卫视, URL: https://stream1.freetv.fun/e1854d983296da1d0804b07dcd259f5aafc1d7f17f59b6e0001d2a0741b5c608.m3u8, Date: None, Resolution: None, Response Time: 31 ms
Name: 康巴卫视, URL: https://stream1.freetv.fun/e1854d983296da1d0804b07dcd259f5aafc1d7f17f59b6e0001d2a0741b5c608.m3u8, Date: None, Resolution: None, Response Time: 36 ms
